Index,Real,Predict_1,Predict_2,Predict_3,Predict_4,Predict_5,Predict_6,Predict_7,Predict_8,Predict_9,Predict_10,Predict_11,Predict_12,Predict_13,Predict_14,Predict_15,Predict_16,Predict_17,Predict_18,Predict_19,Predict_20,Predict_21,Predict_22,Predict_23,Predict_24,Predict_25,Predict_26,Predict_27,Predict_28,Predict_29
168,0.36752,0.3148231506347656,0.3566971123218536,0.3897646367549896,0.2914503216743469,0.3138442635536194,0.2504706382751465,0.1840388476848602,0.4762849509716034,0.2792485952377319,0.3145758807659149,0.3625722229480743,0.3974944055080414,0.4441253244876861,0.3998538255691528,0.5067144632339478,0.4152914881706238,0.3817385137081146,0.334255963563919,0.3576163351535797,0.3686666488647461,0.3982369601726532,0.3796728253364563,0.2726037502288818,0.4379697144031524,0.3338943123817444,0.3589179813861847,0.2687962353229522,0.3325855135917663,0.40178021788597107
169,0.45215,0.3694152534008026,0.6590667366981506,0.4847199320793152,0.3465848863124847,0.4276898801326751,0.5380047559738159,0.323853075504303,0.3925317525863647,0.5288910269737244,0.38896244764328,0.4994803667068481,0.4129547476768493,0.3757580816745758,0.3593853116035461,0.6295722723007202,0.5174888372421265,0.4434828162193298,0.509735643863678,0.4093624055385589,0.4223704636096954,0.4637714326381683,0.3602822721004486,0.5458394885063171,0.4505968987941742,0.3427411317825317,0.4725427627563476,0.4780954718589782,0.3132859468460083,0.5325237512588501
170,0.5128,0.3540451526641845,0.3501636385917663,0.5752372741699219,0.5217939019203186,0.6501010060310364,0.6202219128608704,0.3486845791339874,0.4690719842910766,0.6494003534317017,0.5660706758499146,0.3505290746688843,0.5513555407524109,0.5447258353233337,0.5005185008049011,0.5497413277626038,0.732194721698761,0.532011866569519,0.5491902232170105,0.5719850659370422,0.4287627637386322,0.5305007100105286,0.3841972053050995,0.5486586689949036,0.5516341924667358,0.6152135133743286,0.614589512348175,0.3388211131095886,0.5399156808853149,0.5610325336456299
171,0.54979,0.6519171595573425,0.8127040863037109,0.7426327466964722,0.7162376046180725,0.634517252445221,0.6536117792129517,0.5691960453987122,0.5805872678756714,0.5949482917785645,0.7355567812919617,0.6364164352416992,0.7050566673278809,0.651780903339386,0.6700906753540039,0.7248084545135498,0.7642101645469666,0.6297342777252197,0.6476634740829468,0.5593454837799072,0.4627295136451721,0.4287631511688232,0.7220598459243774,0.5470701456069946,0.5503495335578918,0.7266216278076172,0.5500388145446777,0.712632417678833,0.5997358560562134,0.6710695028305054
172,0.55743,0.438201904296875,0.6132618188858032,0.6764293313026428,0.6491028666496277,0.7209073305130005,0.6418313980102539,0.6294447183609009,0.6360819935798645,0.5756042003631592,0.4611658751964569,0.6947786808013916,0.6417430639266968,0.6705938577651978,0.5045713782310486,0.7218454480171204,0.8127199411392212,0.6896891593933105,0.6462342143058777,0.6207994818687439,0.7530797719955444,0.6689018607139587,0.651386022567749,0.6277467012405396,0.6658222079277039,0.7223950624465942,0.4733789265155792,0.6433950066566467,0.5924526453018188,0.5658140182495117
173,0.53297,0.4428127408027649,0.5699374675750732,0.6570962071418762,0.6188172101974487,0.692070484161377,0.5399730205535889,0.4595184624195099,0.4190552234649658,0.6721646785736084,0.6459054350852966,0.5947769284248352,0.6728456616401672,0.5676947236061096,0.6538730263710022,0.6251158714294434,0.6196008920669556,0.5973673462867737,0.4180653989315033,0.7239401936531067,0.6355878114700317,0.6219697594642639,0.5441036820411682,0.5958006978034973,0.6322978734970093,0.7722940444946289,0.6470469832420349,0.7631629705429077,0.613366425037384,0.5276271104812622
174,0.48779,0.4926599860191345,0.5894356369972229,0.524462878704071,0.6267500519752502,0.4846844375133514,0.6107929348945618,0.5553529858589172,0.5330110788345337,0.547822892665863,0.6398777961730957,0.4900087714195251,0.4952160716056824,0.6176431775093079,0.4233904778957367,0.6182067394256592,0.4941424429416656,0.4238691627979278,0.4027213454246521,0.5384849309921265,0.6385074853897095,0.4945697784423828,0.553072452545166,0.5910003781318665,0.6267029047012329,0.5663002133369446,0.4921786785125732,0.5359284281730652,0.5439643859863281,0.5357329249382019
175,0.44061,0.4687609076499939,0.508444607257843,0.3889597952365875,0.5473664999008179,0.2860040366649627,0.391704261302948,0.2964945435523987,0.5618358254432678,0.4280503988265991,0.3804787993431091,0.3967628180980682,0.5285482406616211,0.4388440251350403,0.1985101401805877,0.3790521919727325,0.4888996481895447,0.5734381079673767,0.3357187807559967,0.4514447748661041,0.5036555528640747,0.3959115445613861,0.3328263461589813,0.4375801384449005,0.4362135827541351,0.5070735216140747,0.3828714191913605,0.3809782266616821,0.4799418449401855,0.5722950100898743
176,0.40446,0.3114814758300781,0.3667636513710022,0.3822734355926513,0.2765101790428161,0.4100838303565979,0.4280557036399841,0.1938294470310211,0.3417724668979645,0.43181112408638,0.3624706864356994,0.4336910843849182,0.3534128069877624,0.3250497579574585,0.2324972748756408,0.3815886378288269,0.4275717437267303,0.4053476452827453,0.4127259850502014,0.4960412979125976,0.3072383105754852,0.2707249224185943,0.2754267454147339,0.3939073979854584,0.3782077133655548,0.344977468252182,0.3664537370204925,0.5301352739334106,0.2589354515075683,0.459102064371109
177,0.37922,0.241578534245491,0.3307844400405884,0.2234805673360824,0.2303307652473449,0.2322605699300766,0.2361096143722534,0.3619202673435211,0.2326339334249496,0.236725702881813,0.2713308036327362,0.4376450777053833,0.312804251909256,0.3914860785007477,0.3012495934963226,0.4919412136077881,0.3898220360279083,0.3060469031333923,0.44481161236763,0.2736309468746185,0.1218494623899459,0.1873178631067276,0.372044563293457,0.3866064548492431,0.224656879901886,0.4666389524936676,0.3738195896148681,0.2776638269424438,0.2337634265422821,0.369272917509079
178,0.35238,0.3111413419246673,0.1789002567529678,0.3073863089084625,0.041659515351057,0.3356315791606903,0.3085116446018219,0.2996693551540375,0.3155430555343628,0.3077490925788879,0.3624348044395447,0.2973590195178985,0.3317123353481293,0.4124428629875183,0.2886567711830139,0.3241263628005981,0.4104413092136383,0.2438201457262039,0.3929825127124786,0.4260258376598358,0.4178600311279297,0.2880240678787231,0.2137409448623657,0.1505587100982666,0.1383350938558578,0.289546936750412,0.268826812505722,0.4566705524921417,0.354746550321579,0.25653865933418274
179,0.30675,0.2833373546600342,0.4081242084503174,0.2899357676506042,0.3281260430812835,0.2462022006511688,0.2568652033805847,0.3723231852054596,0.4022909998893738,0.2981963157653808,0.250783234834671,0.3848231136798858,0.3120356500148773,0.2967923879623413,0.2081013917922973,0.4161854386329651,0.4427410066127777,0.3335039615631103,0.3671657145023346,0.2961917817592621,0.2988101541996002,0.3362631499767303,0.2682148814201355,0.2473698258399963,0.3467830717563629,0.3574585318565368,0.3499484658241272,0.437709242105484,0.3904456794261932,0.29563456773757935
180,0.23705,0.1519554704427719,0.362273246049881,0.3559945821762085,0.2287807315587997,0.1421320438385009,0.26425901055336,0.2009178549051284,0.2699038386344909,0.2703228890895843,0.1275384575128555,0.3451246917247772,0.2668558657169342,0.2565050721168518,0.0379039086401462,0.3238394856452942,0.4440792500972748,0.175005167722702,0.1346310228109359,0.3184996545314789,0.3907272815704345,0.2969120442867279,0.088421419262886,0.277413934469223,0.315800130367279,0.3780446350574493,0.2093634009361267,0.2610521018505096,0.2436355501413345,0.3825746774673462
181,0.14932,0.2595813572406769,0.2451474517583847,0.0732649713754654,0.2088001668453216,0.258200079202652,0.2807465493679046,0.2101403027772903,0.2361873835325241,0.2436521649360656,0.273972600698471,0.2274134159088134,0.1978804469108581,0.2211792916059494,0.2087631672620773,0.294475644826889,0.3614902794361114,0.146174356341362,0.1013887003064155,0.1892295479774475,0.074940338730812,0.1783219128847122,0.2282461822032928,0.1358518749475479,0.1826405674219131,-0.0461012944579124,0.125438779592514,0.1955859661102295,0.1815548688173294,0.2074132114648819
182,0.05678,0.1068360954523086,0.1473351866006851,0.079426608979702,0.0441157519817352,0.0277186390012502,0.1824118047952652,0.0294404402375221,0.0929295793175697,0.1421131640672683,0.0615623258054256,0.125590905547142,0.0823628380894661,0.0312116928398609,0.062553271651268,0.1360274106264114,0.2071104496717453,0.0813888758420944,0.1220227405428886,0.0762642472982406,0.2029979079961776,0.0864504650235176,0.0519844628870487,0.0013476618332788,0.0770347341895103,0.1357673108577728,0.1063083410263061,0.1710749566555023,0.1622757017612457,0.1368216872215271
183,-0.02383,-0.1233708783984184,-0.032769713550806,-0.0434987768530845,-0.0571978613734245,-0.0034107866231352,-0.0557004883885383,-0.0854074731469154,-0.0164360255002975,-0.0386865362524986,0.0433792397379875,-0.0082292575389146,0.0096152061596512,-0.0440639033913612,-0.1277010440826416,0.073879174888134,0.0584233738481998,0.0504240468144416,0.0610360838472843,0.0169461611658334,-0.032137393951416,0.1072215288877487,-0.00215879175812,-0.2389260381460189,-0.038431528955698,0.0796938836574554,-0.0891428887844085,0.1268249750137329,-0.0464019775390625,-0.028457097709178925
184,-0.08832,-0.0772405341267585,-0.0405202656984329,-0.139584332704544,-0.1594176739454269,-0.1354242265224456,-0.0490984953939914,-0.1252935081720352,-0.0689101368188858,-0.0569453127682209,-0.0470737479627132,-0.0123687870800495,-0.1120138317346572,-0.061944231390953,-0.2329104989767074,-0.0471341498196125,0.0120544536039233,-0.0488869026303291,-0.0714707523584365,-0.0711102336645126,-0.108315609395504,-0.0724598169326782,-0.0366910435259342,-0.2800259292125702,-0.1197143644094467,0.0399335622787475,-0.0884246826171875,-0.0205308198928833,-0.1832831650972366,-0.1079290434718132
185,-0.14528,-0.1719338595867157,-0.0393567942082881,-0.2281699776649475,-0.2014924734830856,-0.1450490951538086,-0.1803284287452697,-0.2354690432548523,-0.193564310669899,-0.1570218503475189,-0.214640200138092,-0.1133428364992141,-0.1386698335409164,-0.1781758964061737,-0.1758665144443512,-0.0980891808867454,-0.1265989243984222,-0.1281957626342773,-0.1275224834680557,-0.2618951201438904,-0.1264252662658691,-0.0362280346453189,-0.1959037035703659,-0.1522384881973266,-0.2419502288103103,-0.0306724850088357,-0.2203899770975113,-0.059992529451847,-0.2571517825126648,-0.15046647191047668
186,-0.20138,-0.1181771680712699,-0.1980179101228714,-0.0915677919983863,-0.2370645552873611,-0.3153143227100372,-0.2640106678009033,-0.2666718959808349,-0.1032179743051529,-0.2169656306505203,-0.1687579005956649,-0.1520789861679077,-0.2283151298761367,-0.2393509149551391,-0.1972731053829193,-0.1339410096406936,-0.0602530092000961,-0.2357382029294967,-0.0958602055907249,-0.1054110825061798,-0.3268395364284515,-0.1328577697277069,-0.2085197269916534,-0.248022586107254,-0.1529644280672073,-0.1384631395339965,-0.2713829576969147,-0.145235389471054,-0.1606390923261642,-0.2008882761001587
187,-0.2535,-0.223357543349266,-0.2277158349752426,-0.1999866068363189,-0.2256029546260833,-0.3501795530319214,-0.1533959060907364,-0.2053819000720977,-0.2541030645370483,-0.2510701715946197,-0.2467645406723022,-0.2377287745475769,-0.1858822852373123,-0.193648874759674,-0.3370557725429535,-0.1692628115415573,-0.0703982636332511,-0.1852171123027801,-0.2925160527229309,-0.3049159646034241,-0.1543425023555755,-0.0785561427474021,-0.2362465113401413,-0.1869793087244033,-0.1864321082830429,-0.2730585038661957,-0.2919884920120239,-0.1767857372760772,-0.2712085545063019,-0.1718961000442505
188,-0.28535,-0.2555821239948272,-0.1397194862365722,-0.3103044629096985,-0.3314226567745209,-0.1805285066366195,-0.1935161799192428,-0.3700355291366577,-0.2495984733104705,-0.3209972977638244,-0.2364565879106521,-0.197795569896698,-0.2376780062913894,-0.2330641448497772,-0.2497121095657348,-0.1393925547599792,-0.0986008942127227,-0.3707652688026428,-0.2291560173034668,-0.2135526090860366,-0.194689467549324,-0.2176345735788345,-0.2913671135902405,-0.2465922087430954,-0.2521079480648041,-0.2511188685894012,-0.2899241149425506,-0.1985213160514831,-0.2291007190942764,-0.21547015011310577
189,-0.28547,-0.370212197303772,-0.2155182808637619,-0.3084864020347595,-0.3260230123996734,-0.3480428755283355,-0.2837554812431335,-0.2909637689590454,-0.3748751580715179,-0.2755617499351501,-0.2993137836456299,-0.3571043014526367,-0.3335944414138794,-0.282770961523056,-0.2711630463600158,-0.2054811865091323,-0.1065839901566505,-0.365055501461029,-0.2994817793369293,-0.3305073976516723,-0.2655614614486694,-0.2631894052028656,-0.2662288844585418,-0.2413969933986663,-0.3203827142715454,-0.1745820492506027,-0.3407036066055298,-0.2377261370420456,-0.3088823854923248,-0.3211054503917694
190,-0.23976,-0.2596478462219238,-0.1225239485502243,-0.2149977087974548,-0.2320431768894195,-0.2888255715370178,-0.3172065615653991,-0.3512992262840271,-0.2740377485752105,-0.2281948924064636,-0.2267111092805862,-0.2119905054569244,-0.3372724652290344,-0.3430535793304443,-0.3087548017501831,-0.2690745294094085,-0.2018488347530365,-0.2947965562343597,-0.2051036804914474,-0.3522913157939911,-0.3562113046646118,-0.2462077289819717,-0.2610429227352142,-0.32136270403862,-0.3868277072906494,-0.3213447630405426,-0.2731189131736755,-0.1832563579082489,-0.3520596921443939,-0.29803648591041565
191,-0.12838,-0.2247033566236496,-0.1455961018800735,-0.1225029975175857,-0.2172340452671051,-0.2282711565494537,-0.1814435720443725,-0.2274040281772613,-0.1732843816280365,-0.1793884336948394,-0.2241138815879821,-0.1537124514579773,-0.214746281504631,-0.2235500812530517,-0.2897430956363678,-0.0881704315543174,-0.1079297959804534,-0.15517358481884,-0.1792019605636596,-0.2217852473258972,-0.1416843980550766,-0.0525154806673526,-0.253254622220993,-0.1814717054367065,-0.1877603679895401,-0.1989469528198242,-0.210027664899826,-0.2699208855628967,-0.1819890737533569,-0.19943657517433167
192,0.06078,-0.0513916499912738,0.0492620840668678,-0.1120949983596801,-0.0654325634241104,-0.078255645930767,-0.0631114766001701,-0.0719766095280647,-0.018038909882307,-0.0098068509250879,-0.1678417026996612,-0.1662108749151229,-0.1865642368793487,-0.0911642387509346,-0.1973333209753036,-0.0138587998226284,0.0183474589139223,-0.0666133984923362,-0.1217249557375907,-0.1131363436579704,-0.1353479772806167,-0.0854825973510742,-0.1118752881884574,-0.1656906753778457,-0.0862372294068336,0.0714148208498954,-0.0651618912816047,-0.0732731521129608,-0.1481129229068756,-0.03931828960776329
193,0.31952,0.0516150742769241,0.2936885356903076,0.1219857409596443,0.1270711123943328,0.0912364721298217,0.2025381177663803,0.0364352278411388,0.1941280514001846,0.2522622942924499,0.0569865889847278,0.1734400242567062,0.1935278177261352,0.1095243096351623,0.1768447458744049,0.2377589344978332,0.1925145834684372,0.17293681204319,0.0690784454345703,0.2713096737861633,0.1783230453729629,0.2658230066299438,0.1892219930887222,0.1585308462381363,0.1970408707857132,0.2196134030818939,0.191668227314949,0.1730787605047226,0.2061376124620437,0.21349972486495972
194,0.62562,0.53081214427948,0.4425722658634186,0.5572770833969116,0.5077114701271057,0.5455250144004822,0.4838652610778808,0.5448172092437744,0.4230465888977051,0.5557187795639038,0.4800399839878082,0.5667856931686401,0.3494671285152435,0.5421085953712463,0.4846965074539184,0.2742942273616791,0.6518711447715759,0.351058691740036,0.3746263384819031,0.4276347756385803,0.3742982745170593,0.6001148223876953,0.5178791880607605,0.4538657069206238,0.5833460688591003,0.5705921053886414,0.4798795580863952,0.6560822129249573,0.4103869497776031,0.39783793687820435
195,0.96292,0.7950172424316406,1.0182347297668457,0.9455446600914,0.8880898952484131,0.7466142773628235,1.0458635091781616,0.8919974565505981,0.8557335734367371,1.044670581817627,0.8097984194755554,1.04594886302948,1.004651665687561,0.8578174114227295,0.8977162837982178,1.053320050239563,0.9534978866577148,0.9469870924949646,0.9366381764411926,0.7640485763549805,0.9117968678474426,0.9723969101905824,0.6425614953041077,0.8731694221496582,0.982625424861908,0.7920564413070679,0.9861298203468324,0.9915534257888794,1.0273910760879517,0.896006166934967
196,1.32545,1.263492465019226,1.4305654764175415,1.3282114267349243,1.2071388959884644,1.1411631107330322,1.386367917060852,1.1997888088226318,1.3066060543060305,1.4523309469223022,1.2907226085662842,1.46026873588562,1.2422611713409424,1.182699203491211,1.2410123348236084,1.2864911556243896,1.3058669567108154,1.2605128288269043,1.408664584159851,1.3813332319259644,1.2359179258346558,1.2073125839233398,1.231943964958191,1.1964071989059448,1.4028143882751465,1.2496923208236694,1.193576693534851,1.2681655883789062,1.167537808418274,1.170966386795044
197,1.70531,1.5902892351150513,1.8333159685134888,1.7689169645309448,1.7914596796035769,1.5322362184524536,1.8062511682510376,1.521761178970337,1.5518754720687866,1.7014708518981934,1.656606674194336,1.6561650037765503,1.6528064012527466,1.5571651458740234,1.1922848224639893,1.7597848176956177,1.879099011421204,1.643665790557861,1.553579568862915,1.60026216506958,1.8006919622421265,1.965927004814148,1.7176884412765503,1.528909683227539,1.5345884561538696,1.8418498039245603,1.4808789491653442,1.716965913772583,1.7482199668884275,1.745240330696106
198,2.08793,1.9753053188323968,2.1286609172821045,2.1475532054901123,2.063227653503418,2.015850067138672,2.17935848236084,2.0328736305236816,2.0721888542175293,2.2610387802124023,2.127420425415039,2.1365346908569336,2.1057348251342773,2.248340606689453,2.2282373905181885,2.0373470783233643,1.9869064092636108,2.0287535190582275,1.8209964036941528,2.067549467086792,1.8890496492385864,2.118370294570923,1.8679625988006592,2.052192449569702,2.160083770751953,2.356539249420166,1.7431896924972534,2.1870439052581787,2.0309128761291504,1.9861706495285034
199,2.44324,2.448221206665039,2.3765311241149902,2.5317277908325195,2.428349733352661,2.2622716426849365,2.223487615585327,2.1173312664031982,2.4296345710754395,2.6428675651550293,2.1664938926696777,2.6184322834014893,2.256701946258545,2.67229437828064,2.323817729949951,2.52759861946106,2.606337785720825,2.23075532913208,2.0657010078430176,2.3012068271636963,2.468089818954468,2.1919331550598145,2.188884019851685,2.4946773052215576,2.452755689620972,2.438563823699951,2.2395639419555664,2.545373916625977,2.466432571411133,2.543039083480835
200,2.74132,2.774965763092041,2.9210243225097656,2.744572639465332,2.8065755367279053,2.925416946411133,2.6078898906707764,2.992065906524658,2.7845261096954346,2.630179643630981,2.97083044052124,2.8293375968933105,2.2691075801849365,2.8503739833831787,2.685265064239502,2.880444049835205,2.958025932312012,2.82226300239563,2.692533493041992,2.8635072708129883,2.810797929763794,2.806215286254883,2.5592260360717773,2.719064474105835,3.0343546867370605,2.739738702774048,2.7115423679351807,2.5236732959747314,2.917762994766236,2.9138941764831543
201,2.96682,2.892192840576172,2.986868381500244,3.193579196929932,3.063303709030152,2.8008229732513428,3.0042924880981445,3.1129629611968994,2.988044261932373,3.042860984802246,3.1095519065856934,2.971789598464966,2.9116339683532715,2.6776046752929688,3.1530025005340576,2.743323802947998,3.0354456901550293,3.2299153804779053,2.949093103408813,3.0087716579437256,2.79430890083313,2.9232821464538574,3.089535713195801,2.649285078048706,2.6723763942718506,3.2866830825805664,2.82423734664917,3.1155056953430176,2.8851311206817627,2.954683542251587
202,3.1156,3.06263279914856,3.1047627925872803,3.366257429122925,2.9168777465820312,2.9492504596710205,3.235280513763428,3.118728876113892,3.171086549758911,2.571359872817993,3.320277214050293,3.313849210739136,3.1136598587036133,3.012715101242065,3.134244441986084,3.4572699069976807,2.9294850826263428,2.928969383239746,3.105562210083008,3.1575138568878174,3.2680652141571045,3.403687000274658,3.285063505172729,2.761383533477783,3.072133779525757,3.0648434162139893,3.325575828552246,3.413018226623535,3.128889799118042,3.409909725189209
203,3.19449,2.9948441982269287,3.25320816040039,3.1505277156829834,3.2829859256744385,3.294163703918457,3.182772159576416,3.241642951965332,2.9100358486175537,3.153153657913208,3.34747052192688,2.8676278591156006,3.2959470748901367,2.8331458568573,3.2225124835968018,3.549281597137451,3.257209062576294,3.0248286724090576,3.300297498703003,3.512079954147339,3.0344789028167725,3.0662176609039307,2.8311548233032227,3.1547203063964844,3.25246000289917,3.3101162910461426,2.892813444137573,3.1930694580078125,3.209471702575684,2.90348219871521
204,3.22036,3.055317640304565,3.1898326873779297,3.3269166946411133,3.3413074016571045,3.325474739074707,2.9718942642211914,3.417042255401612,3.184495449066162,3.5320847034454346,3.0798685550689697,3.45313024520874,3.4653780460357666,2.999880313873291,2.7848093509674072,3.2276625633239746,3.327758550643921,3.1020994186401367,2.790438175201416,3.015597581863404,3.2470080852508545,3.5413222312927246,3.090097427368164,3.1672496795654297,3.169935941696167,3.133833169937134,3.2748324871063232,3.5315539836883545,3.2275869846343994,3.478121757507324
205,3.20163,3.1075830459594727,3.298532247543335,2.9842798709869385,3.43697452545166,3.321291923522949,3.0933284759521484,3.387336492538452,3.1318397521972656,3.276338815689087,3.1006736755371094,3.1803226470947266,3.188490390777588,2.913025379180908,3.3188979625701904,3.4132015705108643,2.868006467819214,3.3408398628234863,3.401655912399292,3.225216150283813,3.352811336517334,2.8713150024414062,3.343428134918213,3.1376523971557617,3.090866804122925,3.4334826469421387,3.1722469329833984,3.353847980499268,3.348459482192993,3.3357465267181396
206,3.14569,3.2657437324523926,3.350132703781128,3.253436326980591,3.070754051208496,3.241933584213257,3.156238555908203,3.055304765701294,3.2027125358581543,3.103858232498169,2.917933702468872,2.990307092666626,3.2007131576538086,3.263866662979126,3.325984477996826,3.055259704589844,3.404609680175781,3.231963872909546,3.015599250793457,3.300450801849365,3.165679693222046,2.9456965923309326,2.981297492980957,2.884068965911865,3.294870376586914,3.504411220550537,3.00974178314209,3.4488418102264404,3.275431871414185,3.03463077545166
207,3.06293,3.0794548988342285,2.838687896728516,3.1821467876434326,3.0246336460113525,2.652073383331299,3.077685594558716,3.2707040309906006,2.908411979675293,3.1749107837677,2.8331589698791504,3.098334550857544,2.733416080474853,2.849073886871338,3.0912389755249023,2.770680904388428,3.2115578651428223,3.153801441192627,3.096170663833618,3.0870230197906494,3.244349718093872,3.339568614959717,2.7120814323425293,2.8037304878234863,3.0352282524108887,3.4125750064849854,3.172619342803955,3.052874088287353,2.9061315059661865,2.9638404846191406
208,2.96155,2.811581611633301,3.024014949798584,3.086624383926392,2.8443214893341064,2.910356044769287,3.0988657474517822,2.834135293960572,3.0042710304260254,3.1155216693878174,3.0607714653015137,2.847592830657959,3.050330638885498,2.8705801963806152,2.925032615661621,3.114853382110596,3.2075271606445312,2.557924270629883,2.9634454250335693,3.082516431808472,2.7918264865875244,3.008633852005005,2.7695846557617188,2.9335076808929443,2.8964526653289795,3.296178102493286,3.037402391433716,2.919977188110352,2.7918856143951416,2.982287645339966
209,2.84162,2.5342438220977783,3.1449148654937744,2.9543769359588623,2.583052635192871,2.663830280303955,2.958738327026367,2.630864381790161,2.767211437225342,2.9861702919006348,3.083703994750977,2.819020986557007,2.754927158355713,2.941422939300537,2.785272121429444,3.165146827697754,2.99297833442688,2.8355841636657715,2.7080278396606445,2.6102547645568848,3.014737367630005,3.040435552597046,3.059903860092163,2.5843405723571777,2.764227390289306,3.1573708057403564,2.663738965988159,2.7049760818481445,2.92282772064209,3.0747931003570557
210,2.68929,2.692691802978516,2.710644006729126,2.70215392112732,2.5786938667297363,2.629913806915283,2.914789915084839,2.675591468811035,2.8350627422332764,2.806206226348877,2.6651556491851807,2.865478992462158,2.5635480880737305,2.531928539276123,2.7684504985809326,2.9109177589416504,2.729337692260742,2.5523383617401123,2.6661202907562256,2.479332685470581,2.693815231323242,2.6562306880950928,2.489845991134644,2.835609436035156,2.762216329574585,2.994292497634888,2.510704517364502,2.627270460128784,2.398409366607666,2.7992024421691895
211,2.48633,2.6015748977661133,2.435586452484131,2.4028594493865967,2.6575984954833984,2.3316283226013184,2.589816093444824,2.6486496925354004,2.5225484371185303,2.7472989559173584,2.6247150897979736,2.247866153717041,2.468270301818848,2.614718198776245,2.5791144371032715,2.672746181488037,2.758315324783325,2.5385773181915283,2.666831493377685,2.490766286849976,2.414249897003174,2.55761456489563,2.577270746231079,2.3206324577331543,2.5856480598449707,2.649505853652954,2.349140882492065,2.475820779800415,2.5113067626953125,2.7245123386383057
212,2.23153,2.267221212387085,2.216339588165283,2.357218742370605,2.256726026535034,2.304706335067749,2.157400369644165,2.223400354385376,2.3123619556427,2.297396183013916,2.3788764476776123,2.2146260738372803,2.2949793338775635,2.262220621109009,2.0131282806396484,2.226834535598755,2.439237594604492,2.3731863498687744,2.0952205657958984,2.029646396636963,2.3604798316955566,2.410757541656494,1.970840215682984,2.259239435195923,2.06282639503479,2.4008469581604004,2.3568978309631348,1.9870502948760984,2.260183334350586,2.281296730041504
213,1.94105,2.112253189086914,1.8102145195007324,1.8959722518920896,1.796273708343506,2.050281524658203,1.9443061351776123,1.9959672689437864,1.908585906028748,1.9338492155075075,1.8387086391448968,2.0092709064483643,1.817254662513733,1.880219459533692,1.4480329751968384,2.0006234645843506,2.031266689300537,2.1293060779571533,1.9058942794799805,1.8930976390838623,2.039360284805298,1.793425440788269,2.0281665325164795,1.9193787574768064,2.077439546585083,1.99251389503479,2.059640645980835,1.9701048135757449,2.122551918029785,2.0992367267608643
214,1.63757,1.6189072132110596,1.7254862785339355,1.644210934638977,1.6117182970046997,1.7060428857803345,1.744853377342224,1.6385468244552612,1.7065528631210327,1.5744404792785645,1.597277283668518,1.7747331857681274,1.421912670135498,1.6856372356414795,1.5390502214431765,1.6523793935775757,1.872671604156494,1.8051971197128296,1.611209511756897,1.6628046035766602,1.408251166343689,1.8526248931884768,1.8600093126297,1.40489399433136,1.5944215059280396,1.6541664600372314,1.476422905921936,1.4682990312576294,1.5930571556091309,1.7676055431365967
215,1.3531,1.2454805374145508,1.557660460472107,1.1750774383544922,1.388615965843201,1.345821738243103,1.3003690242767334,1.183734655380249,1.4203921556472778,1.122989296913147,1.3833128213882446,1.3385294675827026,1.335209608078003,1.3468409776687622,1.5311678647994995,1.5017931461334229,1.4387128353118896,1.5475236177444458,1.4598650932312012,1.290639877319336,1.4613385200500488,1.3162407875061035,1.562861680984497,1.3603228330612185,1.4574567079544067,1.1663864850997925,1.1538925170898438,1.3455888032913208,1.4565706253051758,1.397341251373291
216,1.1221,0.9953658580780028,1.2868995666503906,1.0730483531951904,1.23699951171875,1.103877305984497,1.207616090774536,0.9140192270278932,1.175226092338562,1.0736244916915894,1.2691243886947632,1.0087562799453735,1.09418523311615,1.0968029499053955,1.1988428831100464,1.2174066305160522,1.3183794021606443,1.0067362785339355,1.1552598476409912,1.1917661428451538,1.2888811826705933,1.095901370048523,1.1015304327011108,1.1275442838668823,1.1489691734313965,1.203706979751587,0.9807635545730592,1.2387511730194092,1.1225155591964722,1.1881715059280396
217,0.96828,0.995372235774994,1.174479842185974,0.9799609780311584,0.9592427611351012,0.8993365168571472,1.060786247253418,0.9951363205909728,0.8963466882705688,0.8948819637298584,1.00604248046875,1.0010725259780884,0.9530343413352966,0.9115737080574036,0.8372626900672913,1.0916348695755005,0.9707491397857666,0.6889851689338684,1.0408985614776611,1.0686466693878174,0.8838996291160583,0.8696672916412354,0.904869258403778,1.0582075119018557,0.8535255789756775,1.05286705493927,0.8269681334495544,1.0998610258102417,1.0652211904525757,0.9051493406295776
218,0.87982,0.7666491866111755,0.9160377383232116,0.93539959192276,0.839060366153717,0.5519343018531799,0.6887590289115906,0.7938427925109863,0.8009135127067566,0.8889838457107544,0.8746835589408875,0.8930110931396484,0.7070302367210388,0.480660617351532,0.5752614140510559,0.9811169505119324,0.99841570854187,0.8702271580696106,0.6046667695045471,0.9687842130661012,0.8746020197868347,1.00933575630188,0.9273051023483276,0.8642995357513428,0.8146867752075195,1.1156837940216064,0.7620077729225159,0.931757390499115,0.8727428317070007,0.7276695966720581
219,0.81889,0.7023842930793762,0.943995714187622,0.831459641456604,0.8710440397262573,0.792343020439148,0.7835138440132141,0.679237961769104,0.7501481175422668,0.9375226497650146,0.8238276243209839,0.7649553418159485,0.7398086190223694,0.5141441822052002,0.7131329774856567,0.9016672372817992,1.007418870925903,0.5981457829475403,0.9425193071365356,0.8830223083496094,0.8747757077217102,0.8338873982429504,0.6160289645195007,0.8459603786468506,0.8939695358276367,0.8564980626106262,0.6830654740333557,0.9545503854751588,0.6780431866645813,0.7193282246589661
